,query
3859,what film adapted from a popular saturday night live sketch stars will forte as a creative problem solver
3860,what film am i thinking of where there is skit with a killer rabbit and a black knight
3861,what film based on a popular book starred jessica chastain as a clueless white lady in the south
3862,what film based on a stage musical features two gangs the sharks and jets and the song i feel pretty
3863,what film based on a steven king book starred morgan freeman as a wise prisoner
3864,what film based on the popular novel did octavia spencer win an academy award for
3865,what film did woody allen win a best director oscar while guiding diane keaton to a best actress oscar
3866,what film directed by george clooney and shot in black and white stars david strathairn
3867,what film directed by michael bay includes characters from a toy line produced by hasbro
3868,what film directed by peter jackson was the first in a famous academy award winning trilogy
3869,what film directed by ridley scott used 3 d cameras throughout and required specially antiquated technology to be filmed
3870,what film directed by steven spielberg and featuring a young drew barrymore is the story of children who find a lost alien
3871,what film is a found footage movie about a wild and crazy drunken evening at a party
3872,what film is about a charming arabian sheik who becomes infatuated with an adventurous modern thinking englishwoman and abducts her to his home in the saharan desert
3873,what film is about a miser visited by ghosts on christmas eve set in england
3874,what film is an adaptation of a 23 year old game series featuring scimitars and acrobatics
3875,what film is an adaption of anthony burgess novella of the same title and is considered extremely vulgar
3876,what film is based on a popular video game franchise starring a time traveling arabian boy
3877,what film project did al pacino lead based on one of shakespeare s most famous tragedies
3878,what film released in 3 d is a sequel to a disney classic about a man stuck in a video game
3879,what film spoof from 1980 shows the antics of an airplane and its crew and passangers
3880,what film starred vanessa redgrave as a scottish queen at odds with glenda jackson as queen elizabeth i
3881,what film starring daniel radcliffe is loosely based on susan hill s 1983 horror fiction novel
3882,what film starring johnny depp is the first in a famous series to not co star orlando bloom
3883,what film starring woody harrelson is director martin mcdonagh s follow up to the critically acclaimed in bruges
3884,what film stars bruce willis as a man who forms a relationship with a boy who reveals he is dead
3885,what film stars john cusack as a man who travels back in time with his friends to the 1980 s
3886,what film takes place in a mental institution where a brash rebel rallies the patients to take on the oppressive nurse ratched a woman more dictator than nurse
3887,what film tells the story of a tv network who cynically exploits a deranged ex tv anchor s ravings and revelations about the media for their own profit
3888,what film tells the story of monsters who generate their city s power by scaring children but are terribly afraid themselves of being contaminated by children
3889,what film was based on shakespeare s play about a young prince who seeks revenge on his uncle for his father s murder
